referenced_script_id	referenced_has_warp	source_script_id	source_script	line	callee	arg_index	confidence	is_self_reference	context
20	yes	78	script_78.mary	117	Proc080	2	medium	no	Proc080(22, 20)
20	yes	78	script_78.mary	118	Proc080	2	medium	no	Proc080(13, 20)
20	yes	78	script_78.mary	119	Proc080	2	medium	no	Proc080(5, 20)
20	yes	90	script_90.mary	11	Proc08D	1	medium	no	Proc08D(20)
20	yes	90	script_90.mary	12	Proc080	1	medium	no	Proc080(20, 20)
20	yes	90	script_90.mary	12	Proc080	2	medium	no	Proc080(20, 20)
20	yes	91	script_91.mary	12	Proc08D	1	medium	no	Proc08D(20)
20	yes	91	script_91.mary	13	Proc080	1	medium	no	Proc080(20, 20)
20	yes	91	script_91.mary	13	Proc080	2	medium	no	Proc080(20, 20)
20	yes	92	script_92.mary	11	Proc08D	1	medium	no	Proc08D(20)
20	yes	92	script_92.mary	12	Proc080	1	medium	no	Proc080(20, 20)
20	yes	92	script_92.mary	12	Proc080	2	medium	no	Proc080(20, 20)
20	yes	93	script_93.mary	12	Proc08D	1	medium	no	Proc08D(20)
20	yes	93	script_93.mary	13	Proc080	1	medium	no	Proc080(20, 20)
20	yes	93	script_93.mary	13	Proc080	2	medium	no	Proc080(20, 20)
20	yes	106	script_106.mary	43	Proc08D	1	medium	no	Proc08D(20)
20	yes	106	script_106.mary	63	Proc080	2	medium	no	Proc080(13, 20)
20	yes	106	script_106.mary	64	Proc080	2	medium	no	Proc080(17, 20)
20	yes	106	script_106.mary	65	Proc080	2	medium	no	Proc080(18, 20)
20	yes	106	script_106.mary	66	Proc080	2	medium	no	Proc080(26, 20)
20	yes	106	script_106.mary	67	Proc080	2	medium	no	Proc080(3, 20)
20	yes	106	script_106.mary	68	Proc080	2	medium	no	Proc080(28, 20)
20	yes	107	script_107.mary	47	Proc08D	1	medium	no	Proc08D(20)
20	yes	107	script_107.mary	69	Proc080	2	medium	no	Proc080(13, 20)
20	yes	107	script_107.mary	70	Proc080	2	medium	no	Proc080(17, 20)
20	yes	107	script_107.mary	71	Proc080	2	medium	no	Proc080(18, 20)
20	yes	107	script_107.mary	72	Proc080	2	medium	no	Proc080(26, 20)
20	yes	107	script_107.mary	73	Proc080	2	medium	no	Proc080(3, 20)
20	yes	107	script_107.mary	74	Proc080	2	medium	no	Proc080(28, 20)
20	yes	139	script_139.mary	301	Proc080	1	medium	no	Proc080(20, 2)
20	yes	139	script_139.mary	389	Proc080	1	medium	no	Proc080(20, 2)
20	yes	176	script_176.mary	16	Func07F	1	medium	no	if Func03E(284) == 0 && var_3 == 3 && (var_2 >= 8 && var_2 < 10) && Func07F(20) >= 100 && Func086(20) == 1 && GetEntityLocation(20) == 0
20	yes	176	script_176.mary	16	Func086	1	medium	no	if Func03E(284) == 0 && var_3 == 3 && (var_2 >= 8 && var_2 < 10) && Func07F(20) >= 100 && Func086(20) == 1 && GetEntityLocation(20) == 0
20	yes	176	script_176.mary	16	GetEntityLocation	1	medium	no	if Func03E(284) == 0 && var_3 == 3 && (var_2 >= 8 && var_2 < 10) && Func07F(20) >= 100 && Func086(20) == 1 && GetEntityLocation(20) == 0
20	yes	229	script_229.mary	31	Proc080	2	medium	no	Proc080(23, 20)
20	yes	237	script_237.mary	10	Func07F	1	medium	no	if Func07F(20) <= 100
20	yes	237	script_237.mary	33	Proc02D	1	medium	no	Proc02D(20)
20	yes	238	script_238.mary	11	Proc08D	1	medium	no	Proc08D(20)
20	yes	238	script_238.mary	18	Proc08D	1	medium	no	Proc08D(20)
20	yes	238	script_238.mary	25	Proc08D	1	medium	no	Proc08D(20)
20	yes	238	script_238.mary	32	Proc08D	1	medium	no	Proc08D(20)
20	yes	238	script_238.mary	40	Proc08D	1	medium	no	Proc08D(20)
20	yes	238	script_238.mary	47	Proc08D	1	medium	no	Proc08D(20)
20	yes	239	script_239.mary	8	Func07F	1	medium	no	if Func07F(20) <= 100
20	yes	316	script_316.mary	113	Proc09B	1	medium	no	Proc09B(20)
20	yes	341	script_341.mary	154	Proc008	2	medium	no	Proc008(0, 20, 1)
20	yes	341	script_341.mary	168	Proc05C	1	medium	no	Proc05C(20, -20)
20	yes	350	script_350.mary	73	Proc037	1	medium	no	Proc037(20)
20	yes	372	script_372.mary	81	Proc038	1	medium	no	Proc038(20)
20	yes	373	script_373.mary	24	GetEntityLocation	1	medium	no	else if GetEntityLocation(20) == 19
20	yes	373	script_373.mary	26	Func07F	1	medium	no	if Func07F(20) <= 200
20	yes	373	script_373.mary	44	GetEntityLocation	1	medium	no	if Func03E(105) == 0 && !(var_3 == 3 || var_3 == 1) && (var_4 >= 9 && var_4 < 19) && Func03E(76) == 0 && Func03E(85) == 0 && Func03E(95) == 0 && Func03E(103) == 0 && Func03E(111) == 0 && Func03E(371) == 0 && Func03E(150) == 0 && Func03E(151) == 0 && Func03E(75) == 0 && Func03E(84) == 0 && Func03E(94) == 0 && Func03E(102) == 0 && Func03E(110) == 0 && Func03E(370) == 0 && Func03E(149) == 0 && GetEntityLocation(21) == 19 && GetEntityLocation(20) == 19 && Func040() == 1
20	yes	373	script_373.mary	49	GetEntityLocation	1	medium	no	else if Func03E(105) == 2 && Func03E(106) == 0 && !(var_3 == 1 || var_3 == 2 || var_3 == 3 || var_3 == 5) && (var_4 >= 9 && var_4 < 19) && Func03E(76) == 0 && Func03E(85) == 0 && Func03E(95) == 0 && Func03E(103) == 0 && Func03E(111) == 0 && Func03E(371) == 0 && Func03E(150) == 0 && Func03E(151) == 0 && Func03E(75) == 0 && Func03E(84) == 0 && Func03E(94) == 0 && Func03E(102) == 0 && Func03E(110) == 0 && Func03E(370) == 0 && Func03E(149) == 0 && Func089(21) >= 10000 && GetEntityLocation(21) == 19 && GetEntityLocation(20) == 19 && Func040() == 1
20	yes	373	script_373.mary	54	Func086	1	medium	no	else if Func03E(146) == 0 && !(var_3 == 2 || var_3 == 3) && (var_4 >= 9 && var_4 < 19) && Func03E(111) == 0 && Func03E(150) == 0 && Func03E(151) == 0 && Func03E(110) == 0 && Func089(21) < 10000 && Func086(20) == 1 && Func086(21) == 1 && Func040() == 1
20	yes	373	script_373.mary	64	Func07F	1	medium	no	else if Func03E(285) == 0 && var_3 == 2 && (var_4 >= 13 && var_4 < 16) && Func07F(20) >= 150 && Func086(20) == 1 && GetEntityLocation(17) == 19 && GetEntityLocation(20) == 19
20	yes	373	script_373.mary	64	Func086	1	medium	no	else if Func03E(285) == 0 && var_3 == 2 && (var_4 >= 13 && var_4 < 16) && Func07F(20) >= 150 && Func086(20) == 1 && GetEntityLocation(17) == 19 && GetEntityLocation(20) == 19
20	yes	373	script_373.mary	64	GetEntityLocation	1	medium	no	else if Func03E(285) == 0 && var_3 == 2 && (var_4 >= 13 && var_4 < 16) && Func07F(20) >= 150 && Func086(20) == 1 && GetEntityLocation(17) == 19 && GetEntityLocation(20) == 19
20	yes	373	script_373.mary	69	Func086	1	medium	no	else if Func03E(286) == 0 && var_3 != 3 && (var_4 >= 12 && var_4 < 19) && (Func03E(150) == 2 || Func03E(151) == 2) && Func086(20) == 1 && Func086(21) == 1
20	yes	409	script_409.mary	28	Proc08D	1	medium	no	Proc08D(20)
20	yes	409	script_409.mary	224	Proc08D	1	medium	no	Proc08D(20)
20	yes	409	script_409.mary	269	Proc08D	1	medium	no	Proc08D(20)
20	yes	410	script_410.mary	27	Proc08D	1	medium	no	Proc08D(20)
20	yes	410	script_410.mary	223	Proc08D	1	medium	no	Proc08D(20)
20	yes	410	script_410.mary	268	Proc08D	1	medium	no	Proc08D(20)
20	yes	411	script_411.mary	27	Proc08D	1	medium	no	Proc08D(20)
20	yes	411	script_411.mary	223	Proc08D	1	medium	no	Proc08D(20)
20	yes	411	script_411.mary	268	Proc08D	1	medium	no	Proc08D(20)
20	yes	440	script_440.mary	19	Proc080	2	medium	no	Proc080(26, 20)
20	yes	440	script_440.mary	21	Proc080	2	medium	no	Proc080(7, 20)
20	yes	483	script_483.mary	49	GetEntityLocation	1	medium	no	if GetEntityLocation(20) == 19 && Func03E(5) != 3
20	yes	483	script_483.mary	51	Proc083	1	medium	no	Proc083(20)
20	yes	483	script_483.mary	54	Proc02D	1	medium	no	Proc02D(20)
20	yes	483	script_483.mary	73	Proc02D	1	medium	no	Proc02D(20)
20	yes	571	script_571.mary	122	Proc07C	1	medium	no	Proc07C(20)
20	yes	571	script_571.mary	348	Func07B	1	medium	no	if Func07B(20) == 1
20	yes	571	script_571.mary	795	PushInt	1	medium	no	PushInt(20)
20	yes	610	script_610.mary	78	Proc080	2	medium	no	Proc080(35, 20)
20	yes	614	script_614.mary	78	Proc080	2	medium	no	Proc080(35, 20)
20	yes	617	script_617.mary	78	Proc080	2	medium	no	Proc080(35, 20)
20	yes	620	script_620.mary	78	Proc080	2	medium	no	Proc080(35, 20)
20	yes	623	script_623.mary	78	Proc080	2	medium	no	Proc080(35, 20)
20	yes	625	script_625.mary	144	Proc080	2	medium	no	Proc080(35, 20)
20	yes	629	script_629.mary	144	Proc080	2	medium	no	Proc080(35, 20)
20	yes	632	script_632.mary	144	Proc080	2	medium	no	Proc080(35, 20)
20	yes	635	script_635.mary	144	Proc080	2	medium	no	Proc080(35, 20)
20	yes	638	script_638.mary	144	Proc080	2	medium	no	Proc080(35, 20)
20	yes	640	script_640.mary	121	Proc080	2	medium	no	Proc080(35, 20)
20	yes	644	script_644.mary	121	Proc080	2	medium	no	Proc080(35, 20)
20	yes	647	script_647.mary	121	Proc080	2	medium	no	Proc080(35, 20)
20	yes	650	script_650.mary	121	Proc080	2	medium	no	Proc080(35, 20)
20	yes	653	script_653.mary	121	Proc080	2	medium	no	Proc080(35, 20)
20	yes	654	script_654.mary	68	SetEntityAnim	1	medium	no	SetEntityAnim(20, 800)
20	yes	654	script_654.mary	74	Proc02D	1	medium	no	Proc02D(20)
20	yes	654	script_654.mary	82	Proc02D	1	medium	no	Proc02D(20)
20	yes	654	script_654.mary	123	Proc083	1	medium	no	Proc083(20)
20	yes	654	script_654.mary	126	Proc080	1	medium	no	Proc080(20, 20)
20	yes	654	script_654.mary	126	Proc080	2	medium	no	Proc080(20, 20)
20	yes	654	script_654.mary	127	Proc080	2	medium	no	Proc080(21, 20)
20	yes	655	script_655.mary	68	SetEntityAnim	1	medium	no	SetEntityAnim(20, 800)
20	yes	655	script_655.mary	74	Proc02D	1	medium	no	Proc02D(20)
20	yes	655	script_655.mary	82	Proc02D	1	medium	no	Proc02D(20)
20	yes	655	script_655.mary	123	Proc083	1	medium	no	Proc083(20)
20	yes	655	script_655.mary	126	Proc080	1	medium	no	Proc080(20, 20)
20	yes	655	script_655.mary	126	Proc080	2	medium	no	Proc080(20, 20)
20	yes	655	script_655.mary	127	Proc080	2	medium	no	Proc080(21, 20)
20	yes	656	script_656.mary	68	SetEntityAnim	1	medium	no	SetEntityAnim(20, 800)
20	yes	656	script_656.mary	72	Proc02D	1	medium	no	Proc02D(20)
20	yes	656	script_656.mary	80	Proc02D	1	medium	no	Proc02D(20)
20	yes	656	script_656.mary	88	Proc02D	1	medium	no	Proc02D(20)
20	yes	656	script_656.mary	121	Proc083	1	medium	no	Proc083(20)
20	yes	656	script_656.mary	123	Proc080	1	medium	no	Proc080(20, 20)
20	yes	656	script_656.mary	123	Proc080	2	medium	no	Proc080(20, 20)
20	yes	657	script_657.mary	68	SetEntityAnim	1	medium	no	SetEntityAnim(20, 800)
20	yes	657	script_657.mary	74	Proc02D	1	medium	no	Proc02D(20)
20	yes	657	script_657.mary	82	Proc02D	1	medium	no	Proc02D(20)
20	yes	657	script_657.mary	123	Proc083	1	medium	no	Proc083(20)
20	yes	657	script_657.mary	126	Proc080	1	medium	no	Proc080(20, 20)
20	yes	657	script_657.mary	126	Proc080	2	medium	no	Proc080(20, 20)
20	yes	657	script_657.mary	127	Proc080	2	medium	no	Proc080(21, 20)
20	yes	658	script_658.mary	68	SetEntityAnim	1	medium	no	SetEntityAnim(20, 800)
20	yes	658	script_658.mary	74	Proc02D	1	medium	no	Proc02D(20)
20	yes	658	script_658.mary	82	Proc02D	1	medium	no	Proc02D(20)
20	yes	658	script_658.mary	123	Proc083	1	medium	no	Proc083(20)
20	yes	658	script_658.mary	126	Proc080	1	medium	no	Proc080(20, 20)
20	yes	658	script_658.mary	126	Proc080	2	medium	no	Proc080(20, 20)
20	yes	658	script_658.mary	127	Proc080	2	medium	no	Proc080(21, 20)
20	yes	659	script_659.mary	217	SetEntityAnim	1	medium	no	SetEntityAnim(20, 800)
20	yes	659	script_659.mary	223	Proc02D	1	medium	no	Proc02D(20)
20	yes	659	script_659.mary	283	Proc083	1	medium	no	Proc083(20)
20	yes	659	script_659.mary	286	Proc080	2	medium	no	Proc080(1, 20)
20	yes	659	script_659.mary	287	Proc080	1	medium	no	Proc080(20, 20)
20	yes	659	script_659.mary	287	Proc080	2	medium	no	Proc080(20, 20)
20	yes	659	script_659.mary	288	Proc080	2	medium	no	Proc080(21, 20)
20	yes	660	script_660.mary	217	SetEntityAnim	1	medium	no	SetEntityAnim(20, 800)
20	yes	660	script_660.mary	223	Proc02D	1	medium	no	Proc02D(20)
20	yes	660	script_660.mary	283	Proc083	1	medium	no	Proc083(20)
20	yes	660	script_660.mary	286	Proc080	2	medium	no	Proc080(24, 20)
20	yes	660	script_660.mary	287	Proc080	1	medium	no	Proc080(20, 20)
20	yes	660	script_660.mary	287	Proc080	2	medium	no	Proc080(20, 20)
20	yes	660	script_660.mary	288	Proc080	2	medium	no	Proc080(21, 20)
20	yes	661	script_661.mary	100	Proc02D	1	medium	no	Proc02D(20)
20	yes	661	script_661.mary	216	SetEntityAnim	1	medium	no	SetEntityAnim(20, 800)
20	yes	661	script_661.mary	225	Proc02D	1	medium	no	Proc02D(20)
20	yes	661	script_661.mary	275	Proc083	1	medium	no	Proc083(20)
20	yes	661	script_661.mary	277	Proc080	2	medium	no	Proc080(15, 20)
20	yes	661	script_661.mary	278	Proc080	1	medium	no	Proc080(20, 20)
20	yes	661	script_661.mary	278	Proc080	2	medium	no	Proc080(20, 20)
20	yes	662	script_662.mary	217	SetEntityAnim	1	medium	no	SetEntityAnim(20, 800)
20	yes	662	script_662.mary	223	Proc02D	1	medium	no	Proc02D(20)
20	yes	662	script_662.mary	283	Proc083	1	medium	no	Proc083(20)
20	yes	662	script_662.mary	286	Proc080	2	medium	no	Proc080(18, 20)
20	yes	662	script_662.mary	287	Proc080	1	medium	no	Proc080(20, 20)
20	yes	662	script_662.mary	287	Proc080	2	medium	no	Proc080(20, 20)
20	yes	662	script_662.mary	288	Proc080	2	medium	no	Proc080(21, 20)
20	yes	663	script_663.mary	217	SetEntityAnim	1	medium	no	SetEntityAnim(20, 800)
20	yes	663	script_663.mary	223	Proc02D	1	medium	no	Proc02D(20)
20	yes	663	script_663.mary	283	Proc083	1	medium	no	Proc083(20)
20	yes	663	script_663.mary	286	Proc080	2	medium	no	Proc080(11, 20)
20	yes	663	script_663.mary	287	Proc080	1	medium	no	Proc080(20, 20)
20	yes	663	script_663.mary	287	Proc080	2	medium	no	Proc080(20, 20)
20	yes	663	script_663.mary	288	Proc080	2	medium	no	Proc080(21, 20)
20	yes	664	script_664.mary	85	Proc080	2	medium	no	Proc080(35, 20)
20	yes	667	script_667.mary	85	Proc080	2	medium	no	Proc080(35, 20)
20	yes	670	script_670.mary	85	Proc080	2	medium	no	Proc080(35, 20)
20	yes	673	script_673.mary	85	Proc080	2	medium	no	Proc080(35, 20)
20	yes	676	script_676.mary	85	Proc080	2	medium	no	Proc080(35, 20)
20	yes	684	script_684.mary	91	Proc080	2	medium	no	Proc080(35, 20)
20	yes	684	script_684.mary	92	Proc080	1	medium	no	Proc080(20, 20)
20	yes	684	script_684.mary	92	Proc080	2	medium	no	Proc080(20, 20)
20	yes	684	script_684.mary	109	SetEntityAnim	1	medium	no	SetEntityAnim(20, 800)
20	yes	684	script_684.mary	122	Proc02D	1	medium	no	Proc02D(20)
20	yes	684	script_684.mary	132	Proc02D	1	medium	no	Proc02D(20)
20	yes	684	script_684.mary	147	Proc083	1	medium	no	Proc083(20)
20	yes	685	script_685.mary	91	Proc080	2	medium	no	Proc080(35, 20)
20	yes	685	script_685.mary	92	Proc080	1	medium	no	Proc080(20, 20)
20	yes	685	script_685.mary	92	Proc080	2	medium	no	Proc080(20, 20)
20	yes	685	script_685.mary	109	SetEntityAnim	1	medium	no	SetEntityAnim(20, 800)
20	yes	685	script_685.mary	122	Proc02D	1	medium	no	Proc02D(20)
20	yes	685	script_685.mary	132	Proc02D	1	medium	no	Proc02D(20)
20	yes	685	script_685.mary	147	Proc083	1	medium	no	Proc083(20)
20	yes	686	script_686.mary	91	Proc080	2	medium	no	Proc080(35, 20)
20	yes	686	script_686.mary	92	Proc080	1	medium	no	Proc080(20, 20)
20	yes	686	script_686.mary	92	Proc080	2	medium	no	Proc080(20, 20)
20	yes	686	script_686.mary	109	SetEntityAnim	1	medium	no	SetEntityAnim(20, 800)
20	yes	686	script_686.mary	122	Proc02D	1	medium	no	Proc02D(20)
20	yes	686	script_686.mary	132	Proc02D	1	medium	no	Proc02D(20)
20	yes	686	script_686.mary	147	Proc083	1	medium	no	Proc083(20)
20	yes	687	script_687.mary	91	Proc080	2	medium	no	Proc080(35, 20)
20	yes	687	script_687.mary	92	Proc080	1	medium	no	Proc080(20, 20)
20	yes	687	script_687.mary	92	Proc080	2	medium	no	Proc080(20, 20)
20	yes	687	script_687.mary	109	SetEntityAnim	1	medium	no	SetEntityAnim(20, 800)
20	yes	687	script_687.mary	122	Proc02D	1	medium	no	Proc02D(20)
20	yes	687	script_687.mary	132	Proc02D	1	medium	no	Proc02D(20)
20	yes	687	script_687.mary	147	Proc083	1	medium	no	Proc083(20)
20	yes	688	script_688.mary	91	Proc080	2	medium	no	Proc080(35, 20)
20	yes	688	script_688.mary	92	Proc080	1	medium	no	Proc080(20, 20)
20	yes	688	script_688.mary	92	Proc080	2	medium	no	Proc080(20, 20)
20	yes	688	script_688.mary	109	SetEntityAnim	1	medium	no	SetEntityAnim(20, 800)
20	yes	688	script_688.mary	122	Proc02D	1	medium	no	Proc02D(20)
20	yes	688	script_688.mary	132	Proc02D	1	medium	no	Proc02D(20)
20	yes	688	script_688.mary	147	Proc083	1	medium	no	Proc083(20)
20	yes	694	script_694.mary	17	SetEntityAnim	1	medium	no	SetEntityAnim(20, 800)
20	yes	694	script_694.mary	25	SetEntityAnim	1	medium	no	SetEntityAnim(20, 808)
20	yes	694	script_694.mary	31	SetEntityAnim	1	medium	no	SetEntityAnim(20, 800)
20	yes	694	script_694.mary	33	SetEntityFacing	1	medium	no	SetEntityFacing(20, 1)
20	yes	694	script_694.mary	34	SetEntityAnim	1	medium	no	SetEntityAnim(20, 804)
20	yes	694	script_694.mary	35	Proc00A	1	medium	no	Proc00A(20, 143, 1)
20	yes	694	script_694.mary	36	Proc00C	1	medium	no	Proc00C(20)
20	yes	694	script_694.mary	37	SetEntityFacing	1	medium	no	SetEntityFacing(20, 3)
20	yes	694	script_694.mary	38	SetEntityAnim	1	medium	no	SetEntityAnim(20, 804)
20	yes	694	script_694.mary	39	Proc008	1	medium	no	Proc008(20, 287, 1)
20	yes	694	script_694.mary	40	Proc00C	1	medium	no	Proc00C(20)
20	yes	694	script_694.mary	41	SetEntityFacing	1	medium	no	SetEntityFacing(20, 0)
20	yes	694	script_694.mary	42	SetEntityAnim	1	medium	no	SetEntityAnim(20, 804)
20	yes	694	script_694.mary	43	Proc00A	1	medium	no	Proc00A(20, 263, 1)
20	yes	694	script_694.mary	44	Proc00C	1	medium	no	Proc00C(20)
20	yes	694	script_694.mary	45	SetEntityFacing	1	medium	no	SetEntityFacing(20, 3)
20	yes	694	script_694.mary	46	SetEntityAnim	1	medium	no	SetEntityAnim(20, 804)
20	yes	694	script_694.mary	47	Proc008	1	medium	no	Proc008(20, 311, 1)
20	yes	694	script_694.mary	48	Proc00C	1	medium	no	Proc00C(20)
20	yes	694	script_694.mary	49	SetEntityAnim	1	medium	no	SetEntityAnim(20, 800)
20	yes	694	script_694.mary	58	SetEntityAnim	1	medium	no	SetEntityAnim(20, 800)
20	yes	694	script_694.mary	63	Proc02D	1	medium	no	Proc02D(20)
20	yes	694	script_694.mary	90	Proc02D	1	medium	no	Proc02D(20)
20	yes	709	script_709.mary	214	Proc080	2	medium	no	Proc080(3, 20)
20	yes	709	script_709.mary	215	Proc080	2	medium	no	Proc080(28, 20)
20	yes	712	script_712.mary	93	Proc080	2	medium	no	Proc080(15, 20)
20	yes	712	script_712.mary	94	Proc080	2	medium	no	Proc080(6, 20)
20	yes	712	script_712.mary	95	Proc080	2	medium	no	Proc080(16, 20)
20	yes	713	script_713.mary	130	Proc080	2	medium	no	Proc080(15, 20)
20	yes	713	script_713.mary	131	Proc080	2	medium	no	Proc080(6, 20)
20	yes	713	script_713.mary	132	Proc080	2	medium	no	Proc080(16, 20)
20	yes	716	script_716.mary	58	Proc080	2	medium	no	Proc080(8, 20)
20	yes	717	script_717.mary	123	Proc080	2	medium	no	Proc080(8, 20)
20	yes	717	script_717.mary	124	Proc080	2	medium	no	Proc080(9, 20)
20	yes	717	script_717.mary	260	Proc080	2	medium	no	Proc080(23, 20)
20	yes	724	script_724.mary	130	Proc080	2	medium	no	Proc080(10, 20)
20	yes	731	script_731.mary	167	Proc080	2	medium	no	Proc080(11, 20)
20	yes	731	script_731.mary	168	Proc080	2	medium	no	Proc080(9, 20)
20	yes	732	script_732.mary	210	Proc080	2	medium	no	Proc080(11, 20)
20	yes	732	script_732.mary	211	Proc080	2	medium	no	Proc080(9, 20)
20	yes	736	script_736.mary	99	Proc080	2	medium	no	Proc080(12, 20)
20	yes	740	script_740.mary	62	Proc080	2	medium	no	Proc080(14, 20)
20	yes	741	script_741.mary	41	Proc080	2	medium	no	Proc080(14, 20)
20	yes	744	script_744.mary	125	Proc080	2	medium	no	Proc080(15, 20)
20	yes	744	script_744.mary	126	Proc080	2	medium	no	Proc080(10, 20)
20	yes	744	script_744.mary	127	Proc080	2	medium	no	Proc080(16, 20)
20	yes	745	script_745.mary	183	Proc080	2	medium	no	Proc080(16, 20)
20	yes	745	script_745.mary	184	Proc080	2	medium	no	Proc080(21, 20)
20	yes	745	script_745.mary	185	Proc080	2	medium	no	Proc080(15, 20)
20	yes	749	script_749.mary	64	Proc080	2	medium	no	Proc080(15, 20)
20	yes	750	script_750.mary	226	Proc080	2	medium	no	Proc080(16, 20)
20	yes	750	script_750.mary	227	Proc080	2	medium	no	Proc080(21, 20)
20	yes	750	script_750.mary	228	Proc080	2	medium	no	Proc080(15, 20)
20	yes	767	script_767.mary	20	SetEntityAnim	1	medium	no	SetEntityAnim(20, 800)
20	yes	767	script_767.mary	43	Proc011	1	medium	no	Proc011(20, 2, 0)
20	yes	767	script_767.mary	45	SetEntityFacing	1	medium	no	SetEntityFacing(20, 0)
20	yes	767	script_767.mary	49	Proc02D	1	medium	no	Proc02D(20)
20	yes	767	script_767.mary	67	Proc02D	1	medium	no	Proc02D(20)
20	yes	767	script_767.mary	72	SetEntityFacing	1	medium	no	SetEntityFacing(20, 1)
20	yes	767	script_767.mary	73	Proc083	1	medium	no	Proc083(20)
20	yes	767	script_767.mary	76	Proc08C	1	medium	no	Proc08C(20, 768)
20	yes	768	script_768.mary	9	Func086	1	medium	no	if Func086(20) == 0
20	yes	768	script_768.mary	11	Proc083	1	medium	no	Proc083(20)
20	yes	768	script_768.mary	15	Proc02D	1	medium	no	Proc02D(20)
20	yes	768	script_768.mary	18	Proc083	1	medium	no	Proc083(20)
20	yes	768	script_768.mary	19	SetEntityFacing	1	medium	no	SetEntityFacing(20, 1)
20	yes	769	script_769.mary	58	SetEntityAnim	1	medium	no	SetEntityAnim(20, 800)
20	yes	769	script_769.mary	71	Proc02D	1	medium	no	Proc02D(20)
20	yes	769	script_769.mary	81	Proc02D	1	medium	no	Proc02D(20)
20	yes	769	script_769.mary	109	SetEntityFacing	1	medium	no	SetEntityFacing(20, 0)
20	yes	769	script_769.mary	113	Proc02D	1	medium	no	Proc02D(20)
20	yes	769	script_769.mary	120	Proc02D	1	medium	no	Proc02D(20)
20	yes	769	script_769.mary	134	Proc02D	1	medium	no	Proc02D(20)
20	yes	769	script_769.mary	143	Proc083	1	medium	no	Proc083(20)
20	yes	769	script_769.mary	148	Proc08C	1	medium	no	Proc08C(20, 770)
20	yes	770	script_770.mary	11	Proc02D	1	medium	no	Proc02D(20)
20	yes	770	script_770.mary	14	Proc083	1	medium	no	Proc083(20)
20	yes	770	script_770.mary	15	SetEntityFacing	1	medium	no	SetEntityFacing(20, 0)
20	yes	773	script_773.mary	25	SetEntityAnim	1	medium	no	SetEntityAnim(20, 800)
20	yes	773	script_773.mary	43	Proc02D	1	medium	no	Proc02D(20)
20	yes	773	script_773.mary	55	Proc02D	1	medium	no	Proc02D(20)
20	yes	773	script_773.mary	83	SetEntityFacing	1	medium	no	SetEntityFacing(20, 0)
20	yes	773	script_773.mary	87	Proc02D	1	medium	no	Proc02D(20)
20	yes	773	script_773.mary	133	SetEntityFacing	1	medium	no	SetEntityFacing(20, 2)
20	yes	773	script_773.mary	137	Proc02D	1	medium	no	Proc02D(20)
20	yes	773	script_773.mary	147	Proc080	2	medium	no	Proc080(21, 20)
20	yes	773	script_773.mary	148	Proc080	1	medium	no	Proc080(20, 20)
20	yes	773	script_773.mary	148	Proc080	2	medium	no	Proc080(20, 20)
20	yes	773	script_773.mary	161	SetEntityFacing	1	medium	no	SetEntityFacing(20, 2)
20	yes	773	script_773.mary	165	Proc02D	1	medium	no	Proc02D(20)
20	yes	773	script_773.mary	176	Proc080	1	medium	no	Proc080(20, -10)
20	yes	773	script_773.mary	179	Proc083	1	medium	no	Proc083(20)
20	yes	773	script_773.mary	185	Proc08C	1	medium	no	Proc08C(20, 774)
20	yes	774	script_774.mary	11	Proc02D	1	medium	no	Proc02D(20)
20	yes	774	script_774.mary	14	Proc083	1	medium	no	Proc083(20)
20	yes	774	script_774.mary	15	SetEntityFacing	1	medium	no	SetEntityFacing(20, 2)
20	yes	776	script_776.mary	156	SetEntityAnim	1	medium	no	SetEntityAnim(20, 800)
20	yes	776	script_776.mary	173	Proc02D	1	medium	no	Proc02D(20)
20	yes	776	script_776.mary	214	SetEntityFacing	1	medium	no	SetEntityFacing(20, 0)
20	yes	776	script_776.mary	218	Proc02D	1	medium	no	Proc02D(20)
20	yes	776	script_776.mary	244	Proc080	2	medium	no	Proc080(16, 20)
20	yes	776	script_776.mary	245	Proc080	2	medium	no	Proc080(15, 20)
20	yes	776	script_776.mary	246	Proc080	1	medium	no	Proc080(20, 20)
20	yes	776	script_776.mary	246	Proc080	2	medium	no	Proc080(20, 20)
20	yes	776	script_776.mary	249	Proc083	1	medium	no	Proc083(20)
20	yes	779	script_779.mary	200	Proc080	2	medium	no	Proc080(22, 20)
20	yes	781	script_781.mary	99	SetEntityAnim	1	medium	no	SetEntityAnim(20, 800)
20	yes	781	script_781.mary	111	Proc02D	1	medium	no	Proc02D(20)
20	yes	781	script_781.mary	135	Proc02D	1	medium	no	Proc02D(20)
20	yes	781	script_781.mary	139	Proc080	1	medium	no	Proc080(20, 20)
20	yes	781	script_781.mary	139	Proc080	2	medium	no	Proc080(20, 20)
20	yes	781	script_781.mary	140	Proc080	2	medium	no	Proc080(24, 20)
20	yes	781	script_781.mary	141	Proc080	2	medium	no	Proc080(22, 20)
20	yes	781	script_781.mary	143	Proc00F	1	medium	no	Proc00F(20)
20	yes	781	script_781.mary	147	Proc083	1	medium	no	Proc083(20)
20	yes	782	script_782.mary	25	Proc080	2	medium	no	Proc080(23, 20)
20	yes	786	script_786.mary	240	Proc080	2	medium	no	Proc080(13, 20)
