script_id	script	line	map_id	map_name	proc_x	proc_y	player_line	entity_id	entity_x	entity_y	facing	has_player_position	source
687	script_687.mary	95	19		228	148	97	0	228	124	3	yes	scripts/script_687.mary
688	script_688.mary	19	29	MAP_PLAYER_HOUSE	400	100	20	0	400	100	3	yes	scripts/script_688.mary
688	script_688.mary	95	19		228	148	97	0	228	124	3	yes	scripts/script_688.mary
689	script_689.mary	15	6	MAP_ROSE_SQUARE	220	24	17	0	220	24	0	yes	scripts/script_689.mary
689	script_689.mary	42	5	MAP_NORTH_TOWN	1260	688	43	0	1260	688	1	yes	scripts/script_689.mary
689	script_689.mary	56	5	MAP_NORTH_TOWN	1260	688	57	0	1260	688	1	yes	scripts/script_689.mary
689	script_689.mary	70	5	MAP_NORTH_TOWN	1260	688	71	0	1260	688	1	yes	scripts/script_689.mary
689	script_689.mary	84	5	MAP_NORTH_TOWN	1260	688	85	0	1260	688	1	yes	scripts/script_689.mary
689	script_689.mary	98	5	MAP_NORTH_TOWN	1260	688	99	0	1260	688	1	yes	scripts/script_689.mary
689	script_689.mary	112	5	MAP_NORTH_TOWN	1260	688	113	0	1260	688	1	yes	scripts/script_689.mary
689	script_689.mary	126	5	MAP_NORTH_TOWN	1260	688	127	0	1260	688	1	yes	scripts/script_689.mary
689	script_689.mary	140	5	MAP_NORTH_TOWN	1260	688	141	0	1260	688	1	yes	scripts/script_689.mary
689	script_689.mary	154	5	MAP_NORTH_TOWN	1260	688	155	0	1260	688	1	yes	scripts/script_689.mary
690	script_690.mary	15	6	MAP_ROSE_SQUARE	220	432	17	0	220	432	1	yes	scripts/script_690.mary
690	script_690.mary	42	7	MAP_SOUTH_TOWN	1272	24	43	0	1272	24	0	yes	scripts/script_690.mary
690	script_690.mary	56	7	MAP_SOUTH_TOWN	1272	24	57	0	1272	24	0	yes	scripts/script_690.mary
690	script_690.mary	70	7	MAP_SOUTH_TOWN	1272	24	71	0	1272	24	0	yes	scripts/script_690.mary
690	script_690.mary	84	7	MAP_SOUTH_TOWN	1272	24	85	0	1272	24	0	yes	scripts/script_690.mary
690	script_690.mary	98	7	MAP_SOUTH_TOWN	1272	24	99	0	1272	24	0	yes	scripts/script_690.mary
690	script_690.mary	112	7	MAP_SOUTH_TOWN	1272	24	113	0	1272	24	0	yes	scripts/script_690.mary
690	script_690.mary	126	7	MAP_SOUTH_TOWN	1272	24	127	0	1272	24	0	yes	scripts/script_690.mary
690	script_690.mary	140	7	MAP_SOUTH_TOWN	1272	24	141	0	1272	24	0	yes	scripts/script_690.mary
690	script_690.mary	154	7	MAP_SOUTH_TOWN	1272	24	155	0	1272	24	0	yes	scripts/script_690.mary
691	script_691.mary	15	6	MAP_ROSE_SQUARE	456	128	17	0	456	128	2	yes	scripts/script_691.mary
691	script_691.mary	42	1	MAP_BEACH	24	280	43	0	24	280	3	yes	scripts/script_691.mary
691	script_691.mary	56	1	MAP_BEACH	24	280	57	0	24	280	3	yes	scripts/script_691.mary
691	script_691.mary	70	1	MAP_BEACH	24	280	71	0	24	280	3	yes	scripts/script_691.mary
691	script_691.mary	84	1	MAP_BEACH	24	280	85	0	24	280	3	yes	scripts/script_691.mary
691	script_691.mary	98	1	MAP_BEACH	24	280	99	0	24	280	3	yes	scripts/script_691.mary
691	script_691.mary	112	1	MAP_BEACH	24	280	113	0	24	280	3	yes	scripts/script_691.mary
691	script_691.mary	126	1	MAP_BEACH	24	280	127	0	24	280	3	yes	scripts/script_691.mary
691	script_691.mary	140	1	MAP_BEACH	24	280	141	0	24	280	3	yes	scripts/script_691.mary
691	script_691.mary	154	1	MAP_BEACH	24	280	155	0	24	280	3	yes	scripts/script_691.mary
692	script_692.mary	7	1	MAP_BEACH	24	280	9	0	24	280	3	yes	scripts/script_692.mary
692	script_692.mary	34	6	MAP_ROSE_SQUARE	456	128	35	0	456	128	2	yes	scripts/script_692.mary
693	script_693.mary	7	1	MAP_BEACH	260	492	9	0	260	492	0	yes	scripts/script_693.mary
693	script_693.mary	34	6	MAP_ROSE_SQUARE	456	128	35	0	456	128	2	yes	scripts/script_693.mary
694	script_694.mary	13	19		241	306	16	20	219	226	0	no	scripts/script_694.mary
694	script_694.mary	54	19		241	306	57	20	311	263	3	no	scripts/script_694.mary
695	script_695.mary	17	10		192	80	20	0	192	80	3	yes	scripts/script_695.mary
711	script_711.mary	21	21		293	132	30	24	315	81	0	no	scripts/script_711.mary
712	script_712.mary	13	14		84	156	20	0	84	156	3	yes	scripts/script_712.mary
713	script_713.mary	20	14		84	156	27	0	84	156	3	yes	scripts/script_713.mary
714	script_714.mary	20	36		120	124	25	0	120	250	1	yes	scripts/script_714.mary
717	script_717.mary	26	31		92	153	27	0	92	153	1	yes	scripts/script_717.mary
717	script_717.mary	59	5	MAP_NORTH_TOWN	232	488	60	0	232	488	0	yes	scripts/script_717.mary
717	script_717.mary	74	5	MAP_NORTH_TOWN	348	483	80	0	348	483	3	yes	scripts/script_717.mary
717	script_717.mary	120	5	MAP_NORTH_TOWN	232	508	127	0	232	508	1	yes	scripts/script_717.mary
717	script_717.mary	196	5	MAP_NORTH_TOWN	232	508	197	0	232	508	0	yes	scripts/script_717.mary
717	script_717.mary	250	5	MAP_NORTH_TOWN	217	508	251	0	217	508	0	yes	scripts/script_717.mary
717	script_717.mary	269	5	MAP_NORTH_TOWN	231	484	275	0	231	484	0	yes	scripts/script_717.mary
721	script_721.mary	20	15	MAP_SHOP_INTERIOR	228	152	21	0	228	152	1	yes	scripts/script_721.mary
726	script_726.mary	18	26		68	80	19	0	120	152	2	yes	scripts/script_726.mary
731	script_731.mary	28	26		120	208	29	0	120	208	1	yes	scripts/script_731.mary
731	script_731.mary	203	5	MAP_NORTH_TOWN	200	168	204	0	200	168	0	yes	scripts/script_731.mary
732	script_732.mary	25	26		120	208	26	0	120	208	1	yes	scripts/script_732.mary
732	script_732.mary	230	5	MAP_NORTH_TOWN	200	168	231	0	200	168	0	yes	scripts/script_732.mary
742	script_742.mary	18	14		128	119	23	0	128	119	1	yes	scripts/script_742.mary
744	script_744.mary	13	8	MAP_MOTHERS_PEAK	236	291	15	0	236	443	1	yes	scripts/script_744.mary
744	script_744.mary	70	14		143	114	77	0	128	118	1	yes	scripts/script_744.mary
745	script_745.mary	26	14		129	120	33	0	129	120	1	yes	scripts/script_745.mary
750	script_750.mary	32	14		143	114	39	0	128	260	1	yes	scripts/script_750.mary
750	script_750.mary	230	5	MAP_NORTH_TOWN	400	168	231	0	400	168	0	yes	scripts/script_750.mary
750	script_750.mary	304	5	MAP_NORTH_TOWN	400	168	305	0	400	168	0	yes	scripts/script_750.mary
751	script_751.mary	36	16		92	165	43	0	92	330	1	yes	scripts/script_751.mary
753	script_753.mary	37	15	MAP_SHOP_INTERIOR	193	153	44	0	144	307	1	yes	scripts/script_753.mary
756	script_756.mary	20	6	MAP_ROSE_SQUARE	341	114	29	18	328	81	0	no	scripts/script_756.mary
760	script_760.mary	16	10		161	87	21	0	120	208	1	yes	scripts/script_760.mary
763	script_763.mary	43	21		277	129	50	0	184	320	1	yes	scripts/script_763.mary
763	script_763.mary	283	31		119	168	288	0	119	168	1	yes	scripts/script_763.mary
763	script_763.mary	436	5	MAP_NORTH_TOWN	232	488	437	0	232	488	0	yes	scripts/script_763.mary
764	script_764.mary	28	13		120	141	33	0	120	193	1	yes	scripts/script_764.mary
767	script_767.mary	9	0	MAP_MOTHERS_HILL	422	584	10	0	612	584	2	yes	scripts/script_767.mary
769	script_769.mary	16	19		184	320	17	0	184	320	1	yes	scripts/script_769.mary
769	script_769.mary	54	19		264	137	59	0	220	260	1	yes	scripts/script_769.mary
773	script_773.mary	21	19		264	137	26	0	220	260	1	yes	scripts/script_773.mary
776	script_776.mary	23	14		152	120	30	0	121	260	1	yes	scripts/script_776.mary
776	script_776.mary	154	19		211	85	161	0	200	106	3	yes	scripts/script_776.mary
776	script_776.mary	233	5	MAP_NORTH_TOWN	400	168	234	0	400	168	0	yes	scripts/script_776.mary
777	script_777.mary	16	12		183	125	21	0	183	243	1	yes	scripts/script_777.mary
779	script_779.mary	22	12		236	95	23	0	185	212	1	yes	scripts/script_779.mary
779	script_779.mary	115	4	MAP_CHURCH_REAR	140	115	116	0	140	267	1	yes	scripts/script_779.mary
780	script_780.mary	9	5	MAP_NORTH_TOWN	1232	168	10	0	1232	168	0	yes	scripts/script_780.mary
781	script_781.mary	13	6	MAP_ROSE_SQUARE	220	225	17	0	220	432	1	yes	scripts/script_781.mary
781	script_781.mary	64	21		184	274	71	0	185	281	1	yes	scripts/script_781.mary
781	script_781.mary	97	19		245	124	102	0	221	127	1	yes	scripts/script_781.mary
781	script_781.mary	151	5	MAP_NORTH_TOWN	856	168	152	0	856	168	0	yes	scripts/script_781.mary
783	script_783.mary	14	1	MAP_BEACH	211	164	15	23	241	138	0	no	scripts/script_783.mary
783	script_783.mary	94	1	MAP_BEACH	24	280	95	0	24	280	3	yes	scripts/script_783.mary
784	script_784.mary	6	8	MAP_MOTHERS_PEAK	230	280	7	0	230	420	1	yes	scripts/script_784.mary
792	script_792.mary	17	22		68	80	18	0	103	224	1	yes	scripts/script_792.mary
795	script_795.mary	394	36		124	72	398	0	124	72	0	yes	scripts/script_795.mary
796	script_796.mary	11	7	MAP_SOUTH_TOWN	104	194	12	0	104	316	1	yes	scripts/script_796.mary
815	script_815.mary	12	28		172	123	13	0	172	123	0	yes	scripts/script_815.mary
815	script_815.mary	91	28		121	165	92	0	121	165	1	yes	scripts/script_815.mary
815	script_815.mary	154	4	MAP_CHURCH_REAR	372	312	155	0	372	312	0	yes	scripts/script_815.mary
848	script_848.mary	25	12		184	160	26	0	168	152	0	yes	scripts/script_848.mary
848	script_848.mary	181	29	MAP_PLAYER_HOUSE	303	148	183	0	303	148	3	yes	scripts/script_848.mary
849	script_849.mary	15	29	MAP_PLAYER_HOUSE	265	138	17	0	265	138	1	yes	scripts/script_849.mary
849	script_849.mary	95	29	MAP_PLAYER_HOUSE	327	112	96	0	327	112	2	yes	scripts/script_849.mary
849	script_849.mary	137	29	MAP_PLAYER_HOUSE	327	112	138	0	327	112	2	yes	scripts/script_849.mary
849	script_849.mary	179	29	MAP_PLAYER_HOUSE	327	112	180	0	327	112	2	yes	scripts/script_849.mary
851	script_851.mary	43	29	MAP_PLAYER_HOUSE	327	112	44	0	327	112	2	yes	scripts/script_851.mary
852	script_852.mary	7	29	MAP_PLAYER_HOUSE	265	138	9	0	265	138	1	yes	scripts/script_852.mary
852	script_852.mary	80	29	MAP_PLAYER_HOUSE	327	112	81	0	327	112	2	yes	scripts/script_852.mary
853	script_853.mary	5	29	MAP_PLAYER_HOUSE	304	208	7	0	304	208	1	yes	scripts/script_853.mary
856	script_856.mary	5	29	MAP_PLAYER_HOUSE	304	208	7	0	304	208	1	yes	scripts/script_856.mary
859	script_859.mary	5	29	MAP_PLAYER_HOUSE	304	208	7	0	304	208	1	yes	scripts/script_859.mary
862	script_862.mary	6	29	MAP_PLAYER_HOUSE	260	134	8	0	260	134	1	yes	scripts/script_862.mary
862	script_862.mary	59	29	MAP_PLAYER_HOUSE	327	112	60	0	327	112	2	yes	scripts/script_862.mary
863	script_863.mary	11	29	MAP_PLAYER_HOUSE	374	85	13	0	374	85	3	yes	scripts/script_863.mary
864	script_864.mary	11	29	MAP_PLAYER_HOUSE	332	124	13	0	332	124	3	yes	scripts/script_864.mary
866	script_866.mary	16	29	MAP_PLAYER_HOUSE	400	100	17	0	400	100	3	yes	scripts/script_866.mary
867	script_867.mary	15	2	MAP_FARM	330	150	17	0	305	171	2	yes	scripts/script_867.mary
873	script_873.mary	14	0	MAP_MOTHERS_HILL	900	350	17	0	900	350	0	yes	scripts/script_873.mary
874	script_874.mary	12	3	MAP_FOREST	412	156	15	0	612	248	0	yes	scripts/script_874.mary
875	script_875.mary	16	0	MAP_MOTHERS_HILL	900	350	19	0	900	350	0	yes	scripts/script_875.mary
876	script_876.mary	25	7	MAP_SOUTH_TOWN	572	232	28	0	572	232	0	yes	scripts/script_876.mary
877	script_877.mary	11	2	MAP_FARM	228	160	12	0	228	120	0	yes	scripts/script_877.mary
877	script_877.mary	34	12		184	160	41	0	104	195	3	yes	scripts/script_877.mary
878	script_878.mary	13	29	MAP_PLAYER_HOUSE	210	80	14	0	210	80	0	yes	scripts/script_878.mary
878	script_878.mary	54	12		184	160	61	0	104	195	3	yes	scripts/script_878.mary
879	script_879.mary	6	12		184	320	14	0	184	320	1	yes	scripts/script_879.mary
886	script_886.mary	14	1	MAP_BEACH	160	120	16	0	24	280	3	yes	scripts/script_886.mary
889	script_889.mary	24	1	MAP_BEACH	240	216	26	0	24	280	3	yes	scripts/script_889.mary
891	script_891.mary	22	1	MAP_BEACH	385	124	24	0	24	280	3	yes	scripts/script_891.mary
894	script_894.mary	23	10		120	95	25	0	120	208	1	yes	scripts/script_894.mary
898	script_898.mary	11	2	MAP_FARM	228	160	12	0	228	120	0	yes	scripts/script_898.mary
898	script_898.mary	34	12		184	160	41	0	104	195	3	yes	scripts/script_898.mary
899	script_899.mary	19	12		184	320	27	0	184	320	1	yes	scripts/script_899.mary
906	script_906.mary	18	23		256	80	20	0	40	248	0	yes	scripts/script_906.mary
908	script_908.mary	29	12		184	136	31	0	184	320	1	yes	scripts/script_908.mary
911	script_911.mary	18	21		250	112	20	0	184	320	1	yes	scripts/script_911.mary
915	script_915.mary	21	33		120	96	23	0	120	216	1	yes	scripts/script_915.mary
918	script_918.mary	11	2	MAP_FARM	228	160	12	0	228	120	0	yes	scripts/script_918.mary
918	script_918.mary	34	12		184	160	41	0	104	195	3	yes	scripts/script_918.mary
919	script_919.mary	12	12		184	320	20	0	184	320	1	yes	scripts/script_919.mary
926	script_926.mary	25	38		120	80	27	0	120	208	1	yes	scripts/script_926.mary
929	script_929.mary	16	24		120	80	18	0	120	208	1	yes	scripts/script_929.mary
932	script_932.mary	23	8	MAP_MOTHERS_PEAK	237	276	25	12	224	406	1	no	scripts/script_932.mary
932	script_932.mary	151	8	MAP_MOTHERS_PEAK	236	411	152	0	236	500	1	yes	scripts/script_932.mary
933	script_933.mary	20	24		120	80	22	0	120	208	1	yes	scripts/script_933.mary
936	script_936.mary	11	2	MAP_FARM	228	160	12	0	228	120	0	yes	scripts/script_936.mary
936	script_936.mary	34	12		184	160	41	0	104	195	3	yes	scripts/script_936.mary
937	script_937.mary	12	12		184	320	20	0	184	320	1	yes	scripts/script_937.mary
944	script_944.mary	15	19		247	128	17	0	184	320	1	yes	scripts/script_944.mary
947	script_947.mary	20	14		120	96	22	0	120	216	1	yes	scripts/script_947.mary
950	script_950.mary	17	19		247	128	19	0	184	320	1	yes	scripts/script_950.mary
953	script_953.mary	17	1	MAP_BEACH	240	334	19	0	24	280	3	yes	scripts/script_953.mary
956	script_956.mary	11	2	MAP_FARM	228	160	12	0	228	120	0	yes	scripts/script_956.mary
956	script_956.mary	34	12		184	160	41	0	104	195	3	yes	scripts/script_956.mary
957	script_957.mary	12	12		184	320	20	0	184	320	1	yes	scripts/script_957.mary
977	script_977.mary	16	0	MAP_MOTHERS_HILL	900	350	17	0	900	350	0	yes	scripts/script_977.mary
977	script_977.mary	31	0	MAP_MOTHERS_HILL	424	448	32	0	424	448	0	yes	scripts/script_977.mary
984	script_984.mary	36	17		59	153						no	scripts/script_984.mary
985	script_985.mary	21	5	MAP_NORTH_TOWN	1095	163	23	0	1095	163	1	yes	scripts/script_985.mary
986	script_986.mary	40	39		103	83	41	0	103	83	0	yes	scripts/script_986.mary
986	script_986.mary	45	18		143	112	46	0	143	112	2	yes	scripts/script_986.mary
986	script_986.mary	50	35		143	112	51	0	143	112	2	yes	scripts/script_986.mary
1060	script_1060.mary	26	51		0	0	27	95	35	95	0	no	scripts/script_1060.mary
1060	script_1060.mary	233	51		0	0	234	95	31	72	3	no	scripts/script_1060.mary
1060	script_1060.mary	280	49		0	0	281	94	118	46	0	no	scripts/script_1060.mary
1061	script_1061.mary	24	50		0	0	25	95	35	72	0	no	scripts/script_1061.mary
1061	script_1061.mary	201	50		0	0	202	95	35	72	0	no	scripts/script_1061.mary
1061	script_1061.mary	249	49		0	0	250	94	80	80	3	no	scripts/script_1061.mary
1062	script_1062.mary	26	51		0	0	27	95	35	95	0	no	scripts/script_1062.mary
1062	script_1062.mary	243	51		0	0	244	95	31	72	3	no	scripts/script_1062.mary
1062	script_1062.mary	290	49		0	0	291	94	118	46	0	no	scripts/script_1062.mary
1063	script_1063.mary	25	48		0	0	26	94	104	32	0	no	scripts/script_1063.mary
1098	script_1098.mary	6	6	MAP_ROSE_SQUARE	220	94	10	0	220	94	1	yes	scripts/script_1098.mary
1099	script_1099.mary	6	2	MAP_FARM	228	120	7	0	228	120	0	yes	scripts/script_1099.mary
1128	script_1128.mary	47	6	MAP_ROSE_SQUARE	231	142	49	13	180	102	0	no	scripts/script_1128.mary
1128	script_1128.mary	501	8	MAP_MOTHERS_PEAK	236	70	503	30	236	70	0	no	scripts/script_1128.mary
1128	script_1128.mary	520	45		236	326	522	30	236	326	0	no	scripts/script_1128.mary
1128	script_1128.mary	551	46		236	326	553	30	236	326	0	no	scripts/script_1128.mary
1128	script_1128.mary	569	47		236	326	571	30	236	326	0	no	scripts/script_1128.mary
1128	script_1128.mary	602	6	MAP_ROSE_SQUARE	220	142	608	0	287	174	1	yes	scripts/script_1128.mary
1129	script_1129.mary	13	6	MAP_ROSE_SQUARE	231	142	15	13	180	102	0	no	scripts/script_1129.mary
1145	script_1145.mary	6	1	MAP_BEACH	156	154	10	0	156	154	1	yes	scripts/script_1145.mary
1163	script_1163.mary	6	6	MAP_ROSE_SQUARE	220	94	10	0	220	94	1	yes	scripts/script_1163.mary
1190	script_1190.mary	9	6	MAP_ROSE_SQUARE	220	94	13	0	220	94	1	yes	scripts/script_1190.mary
1191	script_1191.mary	5	1	MAP_BEACH	24	280	7	0	24	280	3	yes	scripts/script_1191.mary
1192	script_1192.mary	16	1	MAP_BEACH	385	124	18	0	385	124	3	yes	scripts/script_1192.mary
1203	script_1203.mary	12	2	MAP_FARM	228	120	14	0	228	120	0	yes	scripts/script_1203.mary
1205	script_1205.mary	5	12		184	258	7	0	184	320	1	yes	scripts/script_1205.mary
1215	script_1215.mary	6	12		184	80	8	5	264	195	1	no	scripts/script_1215.mary
1216	script_1216.mary	6	2	MAP_FARM	228	120	8	0	228	120	0	yes	scripts/script_1216.mary
1218	script_1218.mary	5	6	MAP_ROSE_SQUARE	198	232	7	0	198	232	0	yes	scripts/script_1218.mary
1241	script_1241.mary	5	6	MAP_ROSE_SQUARE	222	200	7	0	198	232	0	yes	scripts/script_1241.mary
1242	script_1242.mary	53	8	MAP_MOTHERS_PEAK	236	255	55	0	236	428	1	yes	scripts/script_1242.mary
1243	script_1243.mary	132	8	MAP_MOTHERS_PEAK	238	244	134	0	230	244	1	yes	scripts/script_1243.mary
1264	script_1264.mary	6	6	MAP_ROSE_SQUARE	220	94	10	0	220	94	1	yes	scripts/script_1264.mary
1289	script_1289.mary	9	6	MAP_ROSE_SQUARE	220	94	13	0	220	94	1	yes	scripts/script_1289.mary
1293	script_1293.mary	22	29	MAP_PLAYER_HOUSE	288	148	23	0	304	208	1	yes	scripts/script_1293.mary
1299	script_1299.mary	24	29	MAP_PLAYER_HOUSE	200	48	25	0	200	-46	0	yes	scripts/script_1299.mary
1299	script_1299.mary	30	29	MAP_PLAYER_HOUSE	320	48	31	0	320	-46	0	yes	scripts/script_1299.mary
1299	script_1299.mary	36	29	MAP_PLAYER_HOUSE	384	48	37	0	384	-46	0	yes	scripts/script_1299.mary
1300	script_1300.mary	5	15	MAP_SHOP_INTERIOR	145	275	7	0	145	274	1	yes	scripts/script_1300.mary
1301	script_1301.mary	10	10		120	168	14	0	120	210	1	yes	scripts/script_1301.mary
1302	script_1302.mary	9	21		140	272	13	0	184	320	1	yes	scripts/script_1302.mary
1303	script_1303.mary	10	14		120	160	14	0	120	208	1	yes	scripts/script_1303.mary
1304	script_1304.mary	12	16		92	272	16	0	92	320	1	yes	scripts/script_1304.mary
1305	script_1305.mary	11	26		120	160	15	0	120	208	1	yes	scripts/script_1305.mary
1306	script_1306.mary	34	29	MAP_PLAYER_HOUSE	288	152	38	0	304	208	1	yes	scripts/script_1306.mary
1306	script_1306.mary	248	8	MAP_MOTHERS_PEAK	224	256	249	0	224	256	3	yes	scripts/script_1306.mary
1307	script_1307.mary	13	29	MAP_PLAYER_HOUSE	200	48	14	0	200	-46	0	yes	scripts/script_1307.mary
1307	script_1307.mary	18	29	MAP_PLAYER_HOUSE	320	48	19	0	320	-46	0	yes	scripts/script_1307.mary
1307	script_1307.mary	23	29	MAP_PLAYER_HOUSE	384	48	24	0	384	-46	0	yes	scripts/script_1307.mary
1318	script_1318.mary	6	8	MAP_MOTHERS_PEAK	236	398	8	0	236	464	1	yes	scripts/script_1318.mary
1319	script_1319.mary	7	8	MAP_MOTHERS_PEAK	236	265	8	0	249	285	1	yes	scripts/script_1319.mary
2000	script_2000.mary	11	2	MAP_FARM	300	400	12	0	300	400	1	yes	scripts/script_2000.mary
2000	script_2000.mary	19	2	MAP_FARM	300	400	20	0	300	400	1	yes	scripts/script_2000.mary
2000	script_2000.mary	27	2	MAP_FARM	300	400	28	0	300	400	1	yes	scripts/script_2000.mary
2000	script_2000.mary	35	2	MAP_FARM	300	400	36	0	300	400	1	yes	scripts/script_2000.mary
