script_id	rom_offset	region_symbol	region_source	context_hex
46	0x10FF24	gUnk_0810828C	asm/data/data_080F9EB8.s	61 73 20 61 20 66 61 6d 6f 75 73 20 63 68 65 66 2e 00 00 00 3c 31 39 31 3e 00 00 00 53 68 65 20 74 61 6b 65
46	0x10FFE0	gUnk_0810828C	asm/data/data_080F9EB8.s	20 6c 65 61 76 65 20 00 68 69 73 20 73 69 64 65 2e 00 00 00 e4 fe 10 08 f8 fe 10 08 14 ff 10 08 28 ff 10 08
46	0x1106D0	gUnk_0810828C	asm/data/data_080F9EB8.s	20 74 6f 20 00 00 00 00 70 72 6f 76 65 20 69 74 2e 00 00 00 3c 32 34 32 3e 00 00 00 48 65 20 62 65 6c 69 65
46	0x110B24	gUnk_0810828C	asm/data/data_080F9EB8.s	6e 6f 74 20 61 20 62 61 64 20 70 65 72 73 6f 6e 2e 00 00 00 48 65 27 73 20 61 6c 73 6f 20 61 63 74 75 61 6c
46	0x110D48	gUnk_0810828C	asm/data/data_080F9EB8.s	61 6e 73 69 6f 6e 20 66 72 6f 6d 20 74 6f 77 6e 2e 00 00 00 3c 32 39 31 3e 00 00 00 48 65 20 66 6f 6c 6c 6f
46	0x111360	gUnk_0810828C	asm/data/data_080F9EB8.s	69 6b 65 73 20 77 65 61 72 69 6e 67 20 72 65 64 2e 00 00 00 48 65 20 69 73 20 61 20 6c 65 61 64 65 72 20 6f
46	0x112080	gUnk_0810828C	asm/data/data_080F9EB8.s	20 62 65 20 61 62 6c 65 20 74 6f 20 63 6f 6f 6b 2e 00 00 00 50 1e 11 08 64 1e 11 08 80 1e 11 08 94 1e 11 08
46	0x112190	gUnk_0810828C	asm/data/data_080F9EB8.s	6f 72 6b 20 6f 6e 20 79 6f 75 72 20 66 61 72 6d 2e 00 00 00 54 68 65 72 65 20 61 72 65 20 33 20 6a 6f 62 73
46	0x112584	gUnk_0810828C	asm/data/data_080F9EB8.s	65 00 00 00 20 6f 72 20 73 74 72 65 6e 67 74 68 2e 00 00 00 81 45 54 6f 20 55 70 67 72 61 64 65 20 54 6f 6f
46	0x112F78	gUnk_0810828C	asm/data/data_080F9EB8.s	61 79 20 74 6f 20 67 72 6f 77 20 63 72 6f 70 73 2e 00 00 00 20 42 65 20 63 61 72 65 66 75 6c 2c 20 73 6f 6d
46	0x113248	gUnk_0810828C	asm/data/data_080F9EB8.s	20 61 6e 64 20 68 6f 6c 64 20 31 20 49 74 65 6d 2e 00 00 00 81 45 59 6f 75 20 6e 65 65 64 20 74 6f 20 68 61
46	0x1132FC	gUnk_0810828C	asm/data/data_080F9EB8.s	20 77 68 65 6e 20 79 6f 75 20 62 75 79 20 69 74 2e 00 00 00 81 99 42 6c 75 65 20 46 65 61 74 68 65 72 00 00
46	0x1139C4	gUnk_0810828C	asm/data/data_080F9EB8.s	65 2c 20 61 6e 64 20 00 20 4d 61 69 6c 62 6f 78 2e 00 00 00 81 99 45 78 70 61 6e 64 69 6e 67 20 43 68 69 63
46	0x113E1C	gUnk_0810828C	asm/data/data_080F9EB8.s	20 73 65 76 65 72 61 6c 20 61 74 20 6f 6e 63 65 2e 00 00 00 81 99 45 78 61 6d 69 6e 61 74 69 6f 6e 00 00 00
46	0x113E54	gUnk_0810828C	asm/data/data_080F9EB8.s	00 00 00 00 20 61 6e 64 20 66 61 74 69 67 75 65 2e 00 00 00 84 3c 11 08 fc 84 10 08 98 3c 11 08 b0 3c 11 08
46	0x113FEC	gUnk_0810828C	asm/data/data_080F9EB8.s	68 20 61 20 52 65 66 72 69 67 65 72 61 74 6f 72 2e 00 00 00 e4 3e 11 08 f0 3e 11 08 0c 3f 11 08 28 3f 11 08
46	0x114394	gUnk_0810828C	asm/data/data_080F9EB8.s	6f 72 20 00 20 62 65 74 74 65 72 20 45 67 67 73 2e 00 00 00 81 99 41 6e 69 6d 61 6c 20 4d 65 64 69 63 69 6e
46	0x114600	gUnk_0810828C	asm/data/data_080F9EB8.s	6e 61 74 65 73 20 61 64 75 6c 74 20 63 6f 77 73 2e 00 00 00 81 99 53 68 65 65 70 20 4d 69 72 61 63 6c 65 20
46	0x1146D4	gUnk_0810828C	asm/data/data_080F9EB8.s	63 6f 6e 73 69 64 65 72 65 64 20 74 6f 6f 6c 73 2e 00 00 00 81 99 53 65 6c 6c 20 61 20 63 6f 77 2e 00 00 00
46	0x1146E4	gUnk_0810828C	asm/data/data_080F9EB8.s	2e 00 00 00 81 99 53 65 6c 6c 20 61 20 63 6f 77 2e 00 00 00 81 99 53 65 6c 6c 20 61 20 73 68 65 65 70 2e 00
46	0x1149D4	gUnk_0810828C	asm/data/data_080F9EB8.s	20 61 66 74 65 72 00 00 20 61 20 77 68 69 6c 65 2e 00 00 00 81 99 4a 65 77 65 6c 73 20 6f 66 20 54 72 75 74
46	0x114BE8	gUnk_0810828C	asm/data/data_080F9EB8.s	68 6f 6c 64 69 6e 67 20 61 6e 79 74 68 69 6e 67 2e 00 00 00 48 6f 77 65 76 65 72 2c 20 72 65 6d 65 6d 62 65
46	0x114E0C	gUnk_0810828C	asm/data/data_080F9EB8.s	74 68 72 6f 77 6e 20 6f 75 74 20 66 69 72 73 74 2e 00 00 00 4f 6e 63 65 20 79 6f 75 20 70 75 74 20 66 6c 6f
46	0x115788	gUnk_0810828C	asm/data/data_080F9EB8.s	63 6b 73 61 63 6b 00 00 20 69 73 20 66 75 6c 6c 2e 00 00 00 43 61 6c 6c 20 4f 75 74 20 74 6f 20 50 65 72 73
46	0x1157CC	gUnk_0810828C	asm/data/data_080F9EB8.s	68 6f 6c 64 69 6e 67 20 61 6e 79 74 68 69 6e 67 2e 00 00 00 1c 56 11 08 2c 56 11 08 3c 56 11 08 58 56 11 08
46	0x11595C	gUnk_0810828C	asm/data/data_080F9EB8.s	20 61 67 61 69 6e 20 74 68 69 73 20 79 65 61 72 2e 00 00 00 40 58 11 08 fc 84 10 08 18 59 11 08 2c 59 11 08
46	0x115E3C	gUnk_0810828C	asm/data/data_080F9EB8.s	67 6f 6f 64 00 00 00 00 6e 65 77 20 79 65 61 72 2e 00 00 00 a4 5d 11 08 fc 84 10 08 18 5a 11 08 1c 5e 11 08
46	0x1161BC	gUnk_0810828C	asm/data/data_080F9EB8.s	61 66 74 65 72 20 41 6e 6e 20 66 6f 72 20 6d 65 2e 00 00 00 e4 60 11 08 fc 84 10 08 18 5a 11 08 80 61 11 08
46	0x11623C	gUnk_0810828C	asm/data/data_080F9EB8.s	6e 20 00 00 74 68 65 20 6e 65 77 20 79 65 61 72 2e 00 00 00 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20
46	0x1166AC	gUnk_0810828C	asm/data/data_080F9EB8.s	79 65 61 72 27 73 20 54 65 61 20 50 61 72 74 79 2e 00 00 00 20 20 20 20 20 20 20 48 61 72 76 65 73 74 20 53
46	0x116728	gUnk_0810828C	asm/data/data_080F9EB8.s	63 6f 6d 69 6e 67 20 79 65 61 72 2c 20 74 6f 6f 2e 00 00 00 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20
46	0x11768C	gUnk_0810828C	asm/data/data_080F9EB8.s	61 6b 65 20 61 20 6e 6f 74 65 20 6f 66 20 69 74 2e 00 00 00 20 20 20 20 20 20 20 4d 61 72 79 27 73 20 4c 69
46	0x117794	gUnk_0810828C	asm/data/data_080F9EB8.s	74 69 6d 65 20 69 73 20 41 4d 31 30 2d 50 4d 35 2e 00 00 00 57 65 27 6c 6c 20 62 65 20 77 61 69 74 69 6e 67
49	0xE86DC	gUnk_080E86C0	asm/data/data_080E8610.s	44 61 74 61 20 32 00 00 42 75 74 74 6f 6e 73 00 31 00 00 00 32 00 00 00 43 6c 6f 63 6b 00 00 00 59 65 73 00
49	0xF0154	gArticleInfo	fomt.map	c4 f3 0e 08 4a 00 00 00 d8 f3 0e 08 1c f4 0e 08 31 00 00 00 24 f4 0e 08 38 f4 0e 08 54 01 00 00 48 f4 0e 08
49	0xF07AC	gUnk_080F0770	asm/data/data_080F0348.s	2d 00 00 00 2e 00 00 00 2f 00 00 00 30 00 00 00 31 00 00 00 32 00 00 00 33 00 00 00 34 00 00 00 35 00 00 00
49	0xFFBE0	gUnk_080FFB90	asm/data/data_080F9EB8.s	60 fb 0f 08 b8 0b 00 00 60 fb 0f 08 02 00 00 00 31 00 00 00 60 fb 0f 08 b8 0b 00 00 60 fb 0f 08 02 00 00 00
49	0x1035B4	gUnk_0810110C	asm/data/data_080F9EB8.s	30 00 00 00 2a 00 34 00 38 00 af 00 00 00 3c 00 31 00 00 00 30 00 31 00 32 00 33 00 34 00 35 00 36 00 dc 00
51	0xF07B4	gUnk_080F0770	asm/data/data_080F0348.s	2f 00 00 00 30 00 00 00 31 00 00 00 32 00 00 00 33 00 00 00 34 00 00 00 35 00 00 00 36 00 00 00 37 00 00 00
51	0xFDDE0	gUnk_080FDDD8	asm/data/data_080F9EB8.s	61 6c 6c 6f 63 00 00 00 32 00 00 00 78 00 00 00 33 00 00 00 96 00 00 00 34 00 00 00 c8 00 00 00 35 00 00 00
51	0x10567C	gUnk_0810563C	asm/data/data_080F9EB8.s	00 00 00 00 75 00 00 00 2a 00 00 00 95 00 00 00 33 00 00 00 02 00 00 00 02 00 00 00 00 00 00 00 2f 00 00 00
52	0xF028C	gArticleInfo	fomt.map	c0 f9 0e 08 77 01 00 00 cc f9 0e 08 10 fa 0e 08 34 00 00 00 1c fa 0e 08 50 fa 0e 08 48 00 00 00 58 fa 0e 08
52	0xF07B8	gUnk_080F0770	asm/data/data_080F0348.s	30 00 00 00 31 00 00 00 32 00 00 00 33 00 00 00 34 00 00 00 35 00 00 00 36 00 00 00 37 00 00 00 38 00 00 00
52	0xFDDE8	gUnk_080FDDD8	asm/data/data_080F9EB8.s	32 00 00 00 78 00 00 00 33 00 00 00 96 00 00 00 34 00 00 00 c8 00 00 00 35 00 00 00 96 00 00 00 37 00 00 00
52	0x1032CC	gUnk_0810110C	asm/data/data_080F9EB8.s	30 00 02 00 31 00 00 ff 32 00 fe 01 33 00 ff ff 34 00 00 00 35 00 01 ff 36 00 04 00 37 00 01 ff 38 00 02 fe
52	0x104E60	gUnk_08104E54	asm/data/data_080F9EB8.s	00 00 00 00 36 00 00 00 37 00 00 00 30 00 00 00 34 00 00 00 38 00 00 00 32 00 00 00 3a 00 00 00 39 00 00 00
52	0x1078AC	gUnk_081078A0	asm/data/data_080F9EB8.s	00 00 05 00 2a 00 36 00 2c 00 2e 00 30 00 32 00 34 00 00 00 62 61 64 5f 61 6c 6c 6f 63 00 00 00 00 53 61 62
52	0x108288	gUnk_0810827C	asm/data/data_080F9EB8.s	f0 03 e1 03 2a 00 36 00 2c 00 2e 00 30 00 32 00 34 00 00 00 68 8f 10 08 50 96 10 08 0c 9a 10 08 a0 9c 10 08
54	0xF07C0	gUnk_080F0770	asm/data/data_080F0348.s	32 00 00 00 33 00 00 00 34 00 00 00 35 00 00 00 36 00 00 00 37 00 00 00 38 00 00 00 39 00 00 00 3a 00 00 00
54	0xF0F18	gUnk_080F0E88	asm/data/data_080F0348.s	21 00 00 00 22 00 00 00 23 00 00 00 2c 00 00 00 36 00 00 00 37 00 00 00 38 00 00 00 39 00 00 00 3a 00 00 00
54	0xF0F7C	gUnk_080F0F78	asm/data/data_080F0348.s	58 00 00 00 59 00 00 00 5a 00 00 00 2c 00 00 00 36 00 00 00 37 00 00 00 38 00 00 00 39 00 00 00 3a 00 00 00
54	0xFE49C	gUnk_080FE484	asm/data/data_080F9EB8.s	5e 00 00 00 88 13 00 00 27 00 00 00 50 c3 00 00 36 00 00 00 f4 01 00 00 3b 00 00 00 e8 03 00 00 40 00 00 00
54	0x104E54	gUnk_08104E54	asm/data/data_080F9EB8.s	61 6c 6c 6f 63 00 00 00 4e 2f 41 20 00 00 00 00 36 00 00 00 37 00 00 00 30 00 00 00 34 00 00 00 38 00 00 00
55	0xF07C4	gUnk_080F0770	asm/data/data_080F0348.s	33 00 00 00 34 00 00 00 35 00 00 00 36 00 00 00 37 00 00 00 38 00 00 00 39 00 00 00 3a 00 00 00 3b 00 00 00
55	0xF0F1C	gUnk_080F0E88	asm/data/data_080F0348.s	22 00 00 00 23 00 00 00 2c 00 00 00 36 00 00 00 37 00 00 00 38 00 00 00 39 00 00 00 3a 00 00 00 3b 00 00 00
55	0xF0F80	gUnk_080F0F78	asm/data/data_080F0348.s	59 00 00 00 5a 00 00 00 2c 00 00 00 36 00 00 00 37 00 00 00 38 00 00 00 39 00 00 00 3a 00 00 00 3b 00 00 00
55	0xFA37C	gUnk_080FA37C	asm/data/data_080F9EB8.s	35 06 41 06 4d 06 03 0a 0a 0f 14 14 0c 0a 00 00 37 00 00 00 23 00 00 00 14 00 00 00 13 00 00 00 12 00 00 00
55	0xFDDF8	gUnk_080FDDD8	asm/data/data_080F9EB8.s	34 00 00 00 c8 00 00 00 35 00 00 00 96 00 00 00 37 00 00 00 c8 00 00 00 38 00 00 00 2c 01 00 00 39 00 00 00
55	0x1042D4	gUnk_08104258	asm/data/data_080F9EB8.s	65 00 00 00 8c 41 10 08 11 00 00 00 94 41 10 08 37 00 00 00 9c 41 10 08 16 00 00 00 a0 41 10 08 77 00 00 00
55	0x104E58	gUnk_08104E54	asm/data/data_080F9EB8.s	63 00 00 00 4e 2f 41 20 00 00 00 00 36 00 00 00 37 00 00 00 30 00 00 00 34 00 00 00 38 00 00 00 32 00 00 00
56	0xF07C8	gUnk_080F0770	asm/data/data_080F0348.s	34 00 00 00 35 00 00 00 36 00 00 00 37 00 00 00 38 00 00 00 39 00 00 00 3a 00 00 00 3b 00 00 00 3c 00 00 00
56	0xF0F20	gUnk_080F0E88	asm/data/data_080F0348.s	23 00 00 00 2c 00 00 00 36 00 00 00 37 00 00 00 38 00 00 00 39 00 00 00 3a 00 00 00 3b 00 00 00 3c 00 00 00
56	0xF0F84	gUnk_080F0F78	asm/data/data_080F0348.s	5a 00 00 00 2c 00 00 00 36 00 00 00 37 00 00 00 38 00 00 00 39 00 00 00 3a 00 00 00 3b 00 00 00 3c 00 00 00
56	0xFA398	gUnk_080FA37C	asm/data/data_080F9EB8.s	13 00 00 00 12 00 00 00 32 00 00 00 3a 00 00 00 38 00 00 00 44 6f 20 79 6f 75 20 77 61 6e 74 20 61 6e 20 65
56	0xFDE00	gUnk_080FDDD8	asm/data/data_080F9EB8.s	35 00 00 00 96 00 00 00 37 00 00 00 c8 00 00 00 38 00 00 00 2c 01 00 00 39 00 00 00 96 00 00 00 3a 00 00 00
56	0x104E64	gUnk_08104E54	asm/data/data_080F9EB8.s	36 00 00 00 37 00 00 00 30 00 00 00 34 00 00 00 38 00 00 00 32 00 00 00 3a 00 00 00 39 00 00 00 04 00 06 00
56	0x1056D4	gUnk_0810563C	asm/data/data_080F9EB8.s	0a 00 00 00 05 00 00 00 00 00 00 00 6e 00 00 00 38 00 00 00 75 00 00 00 3d 00 00 00 06 00 00 00 07 00 00 00
57	0xF07CC	gUnk_080F0770	asm/data/data_080F0348.s	35 00 00 00 36 00 00 00 37 00 00 00 38 00 00 00 39 00 00 00 3a 00 00 00 3b 00 00 00 3c 00 00 00 3d 00 00 00
57	0xF0F24	gUnk_080F0E88	asm/data/data_080F0348.s	2c 00 00 00 36 00 00 00 37 00 00 00 38 00 00 00 39 00 00 00 3a 00 00 00 3b 00 00 00 3c 00 00 00 3d 00 00 00
57	0xF0F88	gUnk_080F0F78	asm/data/data_080F0348.s	2c 00 00 00 36 00 00 00 37 00 00 00 38 00 00 00 39 00 00 00 3a 00 00 00 3b 00 00 00 3c 00 00 00 3d 00 00 00
57	0xF11BC	gUnk_080F11BC	asm/data/data_080F0348.s	00 00 18 00 14 00 00 00 1e 2d 3c 5a 96 ff ff 00 39 00 00 00 53 00 00 00 54 00 00 00 55 00 00 00 56 00 00 00
57	0xF11E0	gUnk_080F11E0	asm/data/data_080F0348.s	57 00 00 00 58 00 00 00 59 00 00 00 5a 00 00 00 39 00 00 00 53 00 00 00 5b 00 00 00 5c 00 00 00 5d 00 00 00
57	0xFB978	gUnk_080FB966	asm/data/data_080F9EB8.s	31 00 32 00 33 00 34 00 35 00 36 00 37 00 38 00 39 00 00 00 48 65 61 6c 74 68 79 20 00 00 00 00 55 6e 68 61
57	0xFC094	gUnk_080FC082	asm/data/data_080F9EB8.s	31 00 32 00 33 00 34 00 35 00 36 00 37 00 38 00 39 00 00 00 62 61 64 5f 61 6c 6c 6f 63 00 00 00 53 74 61 66
57	0xFDE08	gUnk_080FDDD8	asm/data/data_080F9EB8.s	37 00 00 00 c8 00 00 00 38 00 00 00 2c 01 00 00 39 00 00 00 96 00 00 00 3a 00 00 00 f4 01 00 00 3c 00 00 00
57	0xFE050	gUnk_080FE050	asm/data/data_080F9EB8.s	3f 05 00 00 62 61 64 5f 61 6c 6c 6f 63 00 00 00 39 00 00 00 f4 01 00 00 3a 00 00 00 e8 03 00 00 3b 00 00 00
57	0x104E70	gUnk_08104E54	asm/data/data_080F9EB8.s	34 00 00 00 38 00 00 00 32 00 00 00 3a 00 00 00 39 00 00 00 04 00 06 00 03 00 05 00 04 00 06 00 03 00 05 00
57	0x1071A4	gUnk_081071A4	asm/data/data_080F9EB8.s	0a 00 00 00 10 00 00 00 ac ce 6d 08 0a 00 00 00 39 00 00 00 84 cb 6d 08 0a 00 00 00 25 00 00 00 0c de 6d 08
57	0x1071C8	gUnk_081071C8	asm/data/data_080F9EB8.s	0a 00 00 00 10 00 00 00 10 e0 6d 08 0a 00 00 00 39 00 00 00 e8 dc 6d 08 0a 00 00 00 00 00 00 00 54 00 6e 08
57	0x117808	gUnk_081177F6	asm/data/data_080F9EB8.s	31 00 32 00 33 00 34 00 35 00 36 00 37 00 38 00 39 00 00 00 47 20 00 00 20 20 00 00 10 78 11 08 59 6f 75 20
59	0xEAE7C	gToolInfo	fomt.map	dc a8 0e 08 de 00 00 00 e4 a8 0e 08 14 a9 0e 08 3b 00 00 00 1c a9 0e 08 50 a9 0e 08 06 00 00 00 60 a9 0e 08
59	0xF07D4	gUnk_080F0770	asm/data/data_080F0348.s	37 00 00 00 38 00 00 00 39 00 00 00 3a 00 00 00 3b 00 00 00 3c 00 00 00 3d 00 00 00 3e 00 00 00 3f 00 00 00
59	0xF0F2C	gUnk_080F0E88	asm/data/data_080F0348.s	37 00 00 00 38 00 00 00 39 00 00 00 3a 00 00 00 3b 00 00 00 3c 00 00 00 3d 00 00 00 3e 00 00 00 3f 00 00 00
59	0xF0F90	gUnk_080F0F78	asm/data/data_080F0348.s	37 00 00 00 38 00 00 00 39 00 00 00 3a 00 00 00 3b 00 00 00 3c 00 00 00 3d 00 00 00 3e 00 00 00 3f 00 00 00
59	0xFE060	gUnk_080FE050	asm/data/data_080F9EB8.s	39 00 00 00 f4 01 00 00 3a 00 00 00 e8 03 00 00 3b 00 00 00 e8 03 00 00 3c 00 00 00 d0 07 00 00 59 6f 75 20
59	0xFE4A4	gUnk_080FE484	asm/data/data_080F9EB8.s	27 00 00 00 50 c3 00 00 36 00 00 00 f4 01 00 00 3b 00 00 00 e8 03 00 00 40 00 00 00 96 00 00 00 42 00 00 00
61	0xF07DC	gUnk_080F0770	asm/data/data_080F0348.s	39 00 00 00 3a 00 00 00 3b 00 00 00 3c 00 00 00 3d 00 00 00 3e 00 00 00 3f 00 00 00 40 00 00 00 41 00 00 00
61	0xF0F34	gUnk_080F0E88	asm/data/data_080F0348.s	39 00 00 00 3a 00 00 00 3b 00 00 00 3c 00 00 00 3d 00 00 00 3e 00 00 00 3f 00 00 00 40 00 00 00 41 00 00 00
61	0xF0F98	gUnk_080F0F78	asm/data/data_080F0348.s	39 00 00 00 3a 00 00 00 3b 00 00 00 3c 00 00 00 3d 00 00 00 3e 00 00 00 3f 00 00 00 40 00 00 00 41 00 00 00
61	0xFDE20	gUnk_080FDDD8	asm/data/data_080F9EB8.s	3a 00 00 00 f4 01 00 00 3c 00 00 00 78 00 00 00 3d 00 00 00 2c 01 00 00 3e 00 00 00 2c 01 00 00 3f 00 00 00
61	0xFE740	gUnk_080FE740	asm/data/data_080F9EB8.s	65 3f 05 00 62 61 64 5f 61 6c 6c 6f 63 00 00 00 3d 00 00 00 2c 01 00 00 3e 00 00 00 c8 00 00 00 49 27 64 20
61	0x101990	gUnk_0810110C	asm/data/data_080F9EB8.s	ec ff 04 00 a8 35 10 08 00 00 00 00 00 00 00 00 3d 00 00 00 ce ff 08 00 b2 35 10 08 00 00 00 00 00 00 00 00
61	0x1035D8	gUnk_0810110C	asm/data/data_080F9EB8.s	00 00 9b 00 9c 00 9d 00 9e 00 9f 00 a0 00 3b 00 3d 00 00 00 9a 00 00 00 30 00 14 00 31 00 00 ff 32 00 00 f6
61	0x1056DC	gUnk_0810563C	asm/data/data_080F9EB8.s	00 00 00 00 6e 00 00 00 38 00 00 00 75 00 00 00 3d 00 00 00 06 00 00 00 07 00 00 00 20 00 00 00 3a 00 00 00
61	0x107114	gUnk_08107114	asm/data/data_080F9EB8.s	ab 00 00 00 b8 a5 6e 08 00 00 00 00 b8 b7 6e 08 3d 00 00 00 84 49 6e 08 10 00 00 00 3d 00 00 00 84 87 6e 08
61	0x107120	gUnk_08107120	asm/data/data_080F9EB8.s	b8 b7 6e 08 3d 00 00 00 84 49 6e 08 10 00 00 00 3d 00 00 00 84 87 6e 08 10 00 00 00 2f 00 00 00 3c 61 6e 08
62	0xF07E0	gUnk_080F0770	asm/data/data_080F0348.s	3a 00 00 00 3b 00 00 00 3c 00 00 00 3d 00 00 00 3e 00 00 00 3f 00 00 00 40 00 00 00 41 00 00 00 42 00 00 00
62	0xF0F38	gUnk_080F0E88	asm/data/data_080F0348.s	3a 00 00 00 3b 00 00 00 3c 00 00 00 3d 00 00 00 3e 00 00 00 3f 00 00 00 40 00 00 00 41 00 00 00 42 00 00 00
62	0xF0F9C	gUnk_080F0F78	asm/data/data_080F0348.s	3a 00 00 00 3b 00 00 00 3c 00 00 00 3d 00 00 00 3e 00 00 00 3f 00 00 00 40 00 00 00 41 00 00 00 42 00 00 00
62	0xFDE28	gUnk_080FDDD8	asm/data/data_080F9EB8.s	3c 00 00 00 78 00 00 00 3d 00 00 00 2c 01 00 00 3e 00 00 00 2c 01 00 00 3f 00 00 00 c8 00 00 00 41 00 00 00
62	0xFE748	gUnk_080FE740	asm/data/data_080F9EB8.s	61 6c 6c 6f 63 00 00 00 3d 00 00 00 2c 01 00 00 3e 00 00 00 c8 00 00 00 49 27 64 20 62 65 20 67 6c 61 64 20
62	0x10E62C	gUnk_0810828C	asm/data/data_080F9EB8.s	27 73 20 66 61 74 68 65 72 2e 20 00 3c 30 30 31 3e 00 00 00 54 68 65 72 65 20 61 72 65 20 72 75 6d 6f 72 73
62	0x10E6A8	gUnk_0810828C	asm/data/data_080F9EB8.s	6f 6d 65 74 68 69 6e 67 2e 00 00 00 3c 30 30 32 3e 00 00 00 48 65 20 68 61 73 20 61 20 73 74 72 61 6e 67 65
62	0x10E804	gUnk_0810828C	asm/data/data_080F9EB8.s	72 65 6d 65 6e 74 2e 20 00 00 00 00 3c 30 31 31 3e 00 00 00 53 68 65 20 73 74 69 6c 6c 20 6c 69 6b 65 73 20
62	0x10E878	gUnk_0810828C	asm/data/data_080F9EB8.s	69 6e 64 20 74 68 65 6d 2e 00 00 00 3c 30 31 32 3e 00 00 00 53 68 65 20 64 6f 65 73 6e 27 74 20 74 61 6c 6b
62	0x10E9A0	gUnk_0810828C	asm/data/data_080F9EB8.s	64 64 61 75 67 68 74 65 72 2e 20 00 3c 30 32 31 3e 00 00 00 53 68 65 20 6f 66 74 65 6e 20 70 72 61 63 74 69
62	0x10E9D8	gUnk_0810828C	asm/data/data_080F9EB8.s	20 6d 61 6e 73 69 6f 6e 2e 00 00 00 3c 30 32 32 3e 00 00 00 48 65 72 20 70 61 72 65 6e 74 73 20 77 65 72 65
62	0x10EAD8	gUnk_0810828C	asm/data/data_080F9EB8.s	74 6f 20 52 6f 6d 61 6e 61 2e 20 00 3c 30 33 31 3e 00 00 00 48 69 73 20 66 61 6d 69 6c 79 20 68 61 73 20 73
62	0x10EB48	gUnk_0810828C	asm/data/data_080F9EB8.s	20 77 65 72 65 20 6b 69 64 73 2e 00 3c 30 33 32 3e 00 00 00 48 65 20 77 6f 75 6c 64 20 70 72 65 66 65 72 20
62	0x10ECD8	gUnk_0810828C	asm/data/data_080F9EB8.s	63 65 20 74 6f 20 72 75 6e 2e 00 00 3c 30 34 31 3e 00 00 00 1c ec 10 08 30 ec 10 08 48 ec 10 08 64 ec 10 08
62	0x10ED58	gUnk_0810828C	asm/data/data_080F9EB8.s	61 6e 6e 6f 75 6e 63 65 72 2e 20 00 3c 30 35 31 3e 00 00 00 53 68 65 20 68 61 73 20 61 20 74 65 6e 64 65 6e
62	0x10EDA4	gUnk_0810828C	asm/data/data_080F9EB8.s	74 65 6c 6c 69 6e 67 2e 00 00 00 00 3c 30 35 32 3e 00 00 00 48 65 72 20 64 72 65 61 6d 20 69 73 20 74 6f 20
62	0x10EE98	gUnk_0810828C	asm/data/data_080F9EB8.s	20 66 61 74 68 65 72 2e 00 00 00 00 3c 30 36 31 3e 00 00 00 34 ee 10 08 48 ee 10 08 64 ee 10 08 7c ee 10 08
62	0x10EF3C	gUnk_0810828C	asm/data/data_080F9EB8.s	72 27 73 00 68 65 61 6c 74 68 2e 00 3c 30 37 31 3e 00 00 00 48 65 20 69 73 20 76 65 72 79 20 63 6f 6e 73 65
62	0x10EFA8	gUnk_0810828C	asm/data/data_080F9EB8.s	68 65 20 64 72 69 6e 6b 73 2e 00 00 3c 30 37 32 3e 00 00 00 48 65 20 74 72 69 65 73 20 74 6f 20 6d 61 6b 65
62	0x10F188	gUnk_0810828C	asm/data/data_080F9EB8.s	70 61 72 65 6e 74 73 2e 00 00 00 00 3c 30 39 31 3e 00 00 00 53 68 65 20 74 65 61 73 65 73 20 48 75 67 68 20
62	0x10F1F0	gUnk_0810828C	asm/data/data_080F9EB8.s	75 6c 61 74 69 6e 67 2e 00 00 00 00 3c 30 39 32 3e 00 00 00 53 68 65 20 68 61 73 20 6e 65 76 65 72 20 62 65
62	0x10F388	gUnk_0810828C	asm/data/data_080F9EB8.s	6c 79 20 68 61 70 70 79 2e 20 00 00 3c 31 30 31 3e 00 00 00 57 68 65 6e 20 4e 69 6e 61 20 64 69 65 64 2c 20
62	0x10F4B4	gUnk_0810828C	asm/data/data_080F9EB8.s	6e 20 61 6e 79 74 68 69 6e 67 2e 00 3c 31 31 32 3e 00 00 00 53 68 65 20 77 61 6e 74 65 64 20 74 6f 20 74 61
62	0x10F59C	gUnk_0810828C	asm/data/data_080F9EB8.s	65 73 65 61 72 63 68 2e 00 00 00 00 3c 31 32 31 3e 00 00 00 34 f5 10 08 48 f5 10 08 64 f5 10 08 80 f5 10 08
62	0x10F664	gUnk_0810828C	asm/data/data_080F9EB8.s	20 00 00 00 56 61 6c 6c 65 79 2e 00 3c 31 33 31 3e 00 00 00 48 65 20 63 61 6e 20 70 6c 61 79 20 61 6c 6d 6f
62	0x10F6F0	gUnk_0810828C	asm/data/data_080F9EB8.s	6e 74 20 65 6d 70 69 72 65 2e 00 00 3c 31 33 32 3e 00 00 00 48 65 20 69 73 20 73 61 69 64 20 74 6f 20 62 65
62	0x10F830	gUnk_0810828C	asm/data/data_080F9EB8.s	69 73 20 63 72 61 66 74 2e 00 00 00 3c 31 34 31 3e 00 00 00 48 65 20 69 73 20 69 6e 74 72 6f 76 65 72 74 65
62	0x10F878	gUnk_0810828C	asm/data/data_080F9EB8.s	66 72 69 65 6e 64 73 2e 00 00 00 00 3c 31 34 32 3e 00 00 00 48 65 20 6d 61 6b 65 73 20 6d 6f 73 74 20 6f 66
